1 ;  3728 ;  2.32439e-07 ;  129 ;  54
2 ;  625 ;  2.37349e-07 ;  131 ;  52
3 ;  706 ;  2.35533e-07 ;  131 ;  52
4 ;  699 ;  2.36756e-07 ;  131 ;  52
5 ;  631 ;  2.37278e-07 ;  131 ;  52
6 ;  662 ;  2.38545e-07 ;  131 ;  52
7 ;  621 ;  2.35967e-07 ;  131 ;  52
8 ;  615 ;  2.37712e-07 ;  131 ;  52
9 ;  629 ;  2.37712e-07 ;  131 ;  52
10 ;  728 ;  2.34493e-07 ;  126 ;  57
11 ;  724 ;  2.34696e-07 ;  128 ;  55
12 ;  898 ;  2.34415e-07 ;  129 ;  54
13 ;  744 ;  2.34493e-07 ;  126 ;  57
14 ;  815 ;  2.34008e-07 ;  128 ;  55
15 ;  739 ;  2.35665e-07 ;  126 ;  57
16 ;  760 ;  2.35489e-07 ;  127 ;  56
17 ;  688 ;  2.33857e-07 ;  126 ;  57
18 ;  760 ;  2.35735e-07 ;  128 ;  55
19 ;  1508 ;  2.28664e-07 ;  124 ;  59
20 ;  736 ;  2.24052e-07 ;  123 ;  60
21 ;  750 ;  2.22217e-07 ;  123 ;  60
22 ;  838 ;  2.25788e-07 ;  124 ;  59
23 ;  834 ;  2.24097e-07 ;  124 ;  59
24 ;  797 ;  2.22685e-07 ;  124 ;  59
25 ;  740 ;  2.24519e-07 ;  124 ;  59
26 ;  828 ;  2.23813e-07 ;  124 ;  59
27 ;  676 ;  2.37095e-07 ;  130 ;  53
28 ;  734 ;  2.38677e-07 ;  131 ;  52
29 ;  725 ;  2.37615e-07 ;  130 ;  53
30 ;  781 ;  2.37127e-07 ;  130 ;  53
31 ;  700 ;  2.35854e-07 ;  130 ;  53
32 ;  745 ;  2.36062e-07 ;  131 ;  52
33 ;  763 ;  2.36902e-07 ;  131 ;  52
34 ;  781 ;  2.38913e-07 ;  130 ;  53
35 ;  761 ;  2.34705e-07 ;  129 ;  54
36 ;  823 ;  2.34661e-07 ;  129 ;  54
37 ;  821 ;  2.36916e-07 ;  130 ;  53
38 ;  752 ;  2.3586e-07 ;  129 ;  54
39 ;  839 ;  2.36299e-07 ;  130 ;  53
40 ;  842 ;  2.34732e-07 ;  129 ;  54
41 ;  847 ;  2.36916e-07 ;  130 ;  53
42 ;  756 ;  2.3586e-07 ;  129 ;  54
43 ;  980 ;  2.35706e-07 ;  131 ;  52
44 ;  836 ;  2.39268e-07 ;  131 ;  52
45 ;  771 ;  2.35706e-07 ;  131 ;  52
46 ;  763 ;  2.35031e-07 ;  131 ;  52
47 ;  737 ;  2.3917e-07 ;  131 ;  52
48 ;  745 ;  2.37482e-07 ;  131 ;  52
49 ;  736 ;  2.38175e-07 ;  131 ;  52
50 ;  866 ;  2.37322e-07 ;  131 ;  52
51 ;  1006 ;  2.35578e-07 ;  130 ;  53
52 ;  907 ;  2.3735e-07 ;  130 ;  53
53 ;  909 ;  2.34898e-07 ;  130 ;  53
54 ;  2546 ;  1.8104e-07 ;  105 ;  78
55 ;  876 ;  2.36903e-07 ;  130 ;  53
56 ;  887 ;  2.35578e-07 ;  130 ;  53
57 ;  947 ;  2.30851e-07 ;  125 ;  58
58 ;  1247 ;  1.83483e-07 ;  106 ;  77
59 ;  1083 ;  1.81506e-07 ;  107 ;  76
60 ;  1469 ;  1.89806e-07 ;  109 ;  74
61 ;  1227 ;  1.9269e-07 ;  111 ;  72
62 ;  1220 ;  1.92475e-07 ;  117 ;  66
63 ;  1138 ;  1.97376e-07 ;  115 ;  68
64 ;  1147 ;  1.99108e-07 ;  117 ;  66
65 ;  1085 ;  2.19142e-07 ;  118 ;  65
66 ;  1033 ;  2.06473e-07 ;  120 ;  63
67 ;  1223 ;  2.06792e-07 ;  122 ;  61
68 ;  1333 ;  2.22133e-07 ;  124 ;  59
69 ;  1342 ;  2.23841e-07 ;  126 ;  57
70 ;  1154 ;  2.32576e-07 ;  128 ;  55
71 ;  1195 ;  2.32558e-07 ;  129 ;  54
72 ;  1174 ;  2.37334e-07 ;  131 ;  52
73 ;  1177 ;  2.40193e-07 ;  133 ;  50
74 ;  1171 ;  2.44088e-07 ;  135 ;  48
75 ;  1161 ;  2.46347e-07 ;  137 ;  46
76 ;  1380 ;  2.52222e-07 ;  139 ;  44
77 ;  1223 ;  2.47549e-07 ;  140 ;  43
78 ;  1219 ;  2.54605e-07 ;  142 ;  41
79 ;  1173 ;  2.60309e-07 ;  144 ;  39
80 ;  1139 ;  2.57498e-07 ;  146 ;  37
81 ;  1241 ;  3.01033e-07 ;  148 ;  35
82 ;  1513 ;  3.3544e-07 ;  150 ;  33
83 ;  1865 ;  3.35828e-07 ;  151 ;  32
84 ;  2705 ;  3.37751e-07 ;  153 ;  30
85 ;  2112 ;  3.44241e-07 ;  155 ;  28
86 ;  1844 ;  3.63103e-07 ;  157 ;  26
87 ;  1748 ;  4.00865e-07 ;  159 ;  24
88 ;  1744 ;  4.57267e-07 ;  161 ;  22
89 ;  1390 ;  4.57508e-07 ;  162 ;  21
90 ;  1196 ;  4.7793e-07 ;  164 ;  19
91 ;  1168 ;  4.97243e-07 ;  166 ;  17
92 ;  1144 ;  5.16977e-07 ;  168 ;  15
93 ;  867 ;  5.36387e-07 ;  170 ;  13
94 ;  756 ;  5.37542e-07 ;  172 ;  11
95 ;  759 ;  5.38071e-07 ;  173 ;  10
96 ;  487 ;  5.38942e-07 ;  175 ;  8
97 ;  447 ;  5.40627e-07 ;  177 ;  6
98 ;  285 ;  5.41683e-07 ;  179 ;  4
99 ;  143 ;  5.45036e-07 ;  181 ;  2
